episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/replay_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,perf/gpu_util_percent1,perf/vram_util_percent1
-76.16389362537302,-400.8697802873794,-176.50694014378124,105.89,2,2560,False,116480,938,46,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-21-02,1580851262,1.1669964790344238,58.34626507759094,32407,gammaumd8,10.70.51.95,58.34626507759094,116480,46,8,17e16912,0,1.0,1.0,91,44544,116480,481.778,43.104,8.085,15.703,63328.172,512.0,20.7,27.75,0.0,0.010353283080555808,0.0,0.03475814502223432
1.4733801255933798,-400.8697802873794,-166.9226619540574,133.19,8,2560,False,119040,946,47,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-21-04,1580851264,1.1983208656311035,59.544585943222046,32407,gammaumd8,10.70.51.95,59.544585943222046,119040,47,8,17e16912,0,1.0,1.0,93,45568,119040,489.456,41.117,8.21,14.939,62360.502,512.0,19.0,27.8,0.0,0.010353283080555808,0.0,0.03475814502223432
25.651527675101534,-397.82072224561125,-121.73596379972295,240.9,28,2560,False,121600,974,48,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-21-05,1580851265,1.177797794342041,60.72238373756409,32407,gammaumd8,10.70.51.95,60.72238373756409,121600,48,8,17e16912,0,1.0,1.0,95,46592,121600,497.646,41.304,7.924,15.391,64617.263,512.0,21.7,27.8,0.0,0.010353283080555808,0.0,0.03475814502223432
25.651527675101534,-302.27635707706213,-100.12796569284285,288.04,18,2560,False,124160,992,49,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-21-06,1580851266,1.100379228591919,61.822762966156006,32407,gammaumd8,10.70.51.95,61.822762966156006,124160,49,8,17e16912,0,1.0,1.0,97,47616,124160,497.483,37.137,8.111,15.282,63127.121,512.0,19.4,27.9,0.0,0.010353283080555808,0.0,0.03475814502223432
25.651527675101534,-302.27635707706213,-93.32545899937395,301.17,14,2560,False,126720,1006,50,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-21-07,1580851267,1.2213771343231201,63.044140100479126,32407,gammaumd8,10.70.51.95,63.044140100479126,126720,50,8,17e16912,0,1.0,1.0,99,48640,126720,508.782,36.958,7.873,15.075,65035.846,512.0,21.5,27.9,0.0,0.010353283080555808,0.0,0.03475814502223432
25.651527675101534,-303.0967495443765,-91.4635555659025,301.26,13,2560,False,129280,1019,51,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-21-08,1580851268,1.1131436824798584,64.15728378295898,32407,gammaumd8,10.70.51.95,64.15728378295898,129280,51,8,17e16912,0,1.0,1.0,101,49664,129280,507.902,32.548,8.572,14.642,59729.973,512.0,17.4,27.9,0.0,0.010353283080555808,0.0,0.03475814502223432
25.651527675101534,-303.0967495443765,-90.25871083179022,301.33,13,2560,False,131840,1032,52,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-21-09,1580851269,1.1368508338928223,65.2941346168518,32407,gammaumd8,10.70.51.95,65.2941346168518,131840,52,8,17e16912,0,1.0,1.0,103,50688,131840,496.029,36.615,8.724,15.445,58691.415,512.0,21.85,27.9,0.0,0.010353283080555808,0.0,0.03475814502223432
25.651527675101534,-303.0967495443765,-89.4177544307895,302.34,5,2560,False,134400,1037,53,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-21-11,1580851271,1.1630017757415771,66.45713639259338,32407,gammaumd8,10.70.51.95,66.45713639259338,134400,53,8,17e16912,0,1.0,1.0,105,51712,134400,493.331,36.506,8.993,16.386,56934.039,512.0,18.8,27.9,0.0,0.010353283080555808,0.0,0.03475814502223432
25.651527675101534,-303.0967495443765,-95.56050703318557,286.37,8,2560,False,136960,1045,54,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-21-12,1580851272,1.1794476509094238,67.63658404350281,32407,gammaumd8,10.70.51.95,67.63658404350281,136960,54,8,17e16912,0,1.0,1.0,107,52736,136960,495.483,41.286,9.061,16.624,56508.712,512.0,21.15,27.9,0.0,0.010353283080555808,0.0,0.03475814502223432
25.651527675101534,-306.2481531361118,-117.75446245957632,233.49,19,2560,False,139520,1064,55,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-21-13,1580851273,1.1310455799102783,68.76762962341309,32407,gammaumd8,10.70.51.95,68.76762962341309,139520,55,8,17e16912,0,1.0,1.0,109,53760,139520,484.277,42.418,9.096,17.176,56285.807,512.0,19.7,28.0,0.0,0.010353283080555808,0.0,0.03475814502223432
